ID	X	Y	Ventenata							
305	44.784503825708299	3.90033072113589	1							
306	44.784621581998188	3.900476117955882	1							
307	45.011449083860377	3.847923665399172	1							
308	45.008514765514271	3.854239802138733	1							
309	44.986453457115438	3.839784008635697	1							
313	45.1775707723748	4.089963374082052	1							
314	45.034720479113631	3.830205111641241	1							
315	45.034720479113631	3.830205111641241	1							
316	45.139377122058178	4.131185948995665	1							
322	45.066731800919655	3.672439045617563	1							
345	45.708949953302394	4.745557659677724	1							
349	45.708949767817472	4.745557628403455	1							
350	45.737874005305578	4.756287088031669	1							
351	45.768314530053146	4.659239605977498	1							
352	45.737874005305578	4.756287088031669	1							
353	45.683827096656408	4.625834506155615	1							
354	45.768314530053146	4.659239605977498	1							
392	45.128240099768554	4.760596888821106	1							
393	44.950480672084083	2.120437373794595	1							
416	45.828938390520975	1.266666058014101	1							
421	46.587395074427228	3.373979405423073	1							
422	46.464783745898806	3.092817329747876	1							
583	44.13043358429826	3.384267768513983	1							
584	43.966422082283103	3.439238364896289	1							
585	43.615329263890537	3.159144572645343	1							
588	43.756675043158545	3.098704078664702	1							
589	43.756675043158545	3.098704078664702	1							
590	43.803458576459697	3.109966845912174	1							
598	43.351376887450158	6.337691441736195	1							
615	44.33736295959396	5.812343833706453	1							
616	44.274365853451435	5.900102162579841	1							
767	50.587500	 8.812500	1							
773	50.537500	 8.729167	1							
782	50.587500	 8.854167	1							
788	50.437500	 8.395833	1							
802	50.362500	 8.729167	1							
810	40.673753	 -4.087714	1							
811	45.216320	 4.836774	1							
814	49.440976	8.182135	1							
815	51.369810	10.871391	1							
816	48.705831	 9.847754	1							
817	51.369810	10.871391	1							
818	49.692642 	10.117109	1							
819	51.515797	11.286501	1							
822	43.978202	 21.258116	1							
891	45.293056	15.972222	1							
892	45.917084	15.966667	1							
911	48.289150	 17.269033	1							
953	50.180659	 13.253496	1							
954	50.299512	 13.236778	1							
955	50.217652	 13.309749	1							
956	50.362138	 13.245355	1							
957	50.215974	 13.260924	1							
958	50.176207	 13.252724	1							
959	50.641695	 13.836059	1							
960	50.658656	 13.724443	1							
962	50.102180	 14.322630	1							
963	50.049116	 14.455143	1							
964	50.049116	 14.455143	1							
965	50.058639	 14.443402	1							
966	50.414297	 14.902805	1							
967	50.325944	 15.141442	1							
968	48.851153	 15.939245	1							
969	48.810719	 15.980957	1							
970	48.841699	 16.005186	1							
971	48.845423	 16.034983	1							
975	49.009454	 16.358053 	1							
981	49.180950	 16.391716	1							
982	49.180950	 16.391716	1							
984	49.179356	 16.490038	1							
991	49.160220	 16.467224	1							
1000	49.451574	 17.015984	1							
1006	49.863037	 12.747468	1							
1007	50.118510	 13.298969	1							
1009	50.078188	 13.214825	1							
1010	49.896322	 12.971055	1							
1011	49.842805	 13.095244	1							
1012	49.764254	 13.034919	1							
1015	49.751390	 13.002475	1							
1016	50.282303	 13.010614	1							
1018	49.465487	 13.177217	1							
1019	49.501230	 13.124174	1							
1020	49.423972	 13.243541	1							
1021	49.943653	 14.608938	1							
1022	49.943653	 14.608938	1							
1023	49.832555	 13.272616	1							
1034	50.019095	 14.139719	1							
1035	50.019095	 14.139719	1							
1036	50.041369	 14.135083	1							
1037	50.084449	 14.129300	1							
1041	49.194238	 14.150927 	1							
1042	49.192751	 14.162342	1							
1046	49.906968	 14.380887	1							
1047	49.814872	 14.395517	1							
1048	49.814872	 14.395517	1							
1049	49.893166	 14.393929	1							
1052	49.604924	 14.190883	1							
1055	49.035621	 15.764333	1							
1056	49.053688	 15.659544	1							
1064	49.255760	 15.872798	1							
1070	49.255683	 15.078138	1							
1071	49.449477	 16.318465	1							
1076	48.894791	 15.851215	1							
1078	48.986978	 15.986962	1							
1086	49.205454	 16.150222 	1							
1087	49.215546	 16.138893	1							
1094	49.249789	 16.625028	1							
1096	49.239955	 16.608055	1							
1097	49.311971	 16.612685	1							
1098	49.305041	 16.575928	1							
217	45.579536316776576	3.046298794955964	1							
218	45.575563254717736	2.957854418889072	1							
219	45.418091614112448	3.228186734515432	1							
29	44.873263	2.649968	1							
87	42.780234	13.588102	1							
88	42.768453	13.587051	1							
89	42.152409	 13.366581	1							
90	42.768453	13.587051	1							
216	45.537358756512347	3.029114928059404	1							
235	44.940986038446773	4.824272636699887	1							
249	45.128713866183766	4.776545637571927	1							
283	45.678809895043734	3.242011255692113	1							
369	45.293607022447993	3.216165646296766	1							
370	45.58569154358544	2.914404664004703	1							
371	45.570114114220331	2.966760583119338	1							
372	45.516157713640077	3.1069125166283	1							
373	45.42171008740339	3.225689231403106	1							
374	45.938561519506905	3.03933699960126	1							
375	45.550078142075954	3.00878861190574	1							
386	45.423431872038357	3.233429092210387	1							
387	45.423394685527661	3.233210788001751	1							
388	45.539969344041388	3.00877302639431	1							
389	45.58610255144503	2.913797446934287	1							
390	45.584245566886288	3.045851889517888	1							
391	45.514213543957617	3.109482426197983	1							
586	43.680959634233901	2.931993470441169	1							
587	43.66900137297047	3.083455003847758	1							
595	42.457712051152129	2.019045385981081	1							
949	50.380510	 13.268922	1							
961	50.005902	 14.405871	1							
972	48.845423	 16.034983	1							
973	49.116444	 16.191084	1							
974	49.114057	 16.164004	1							
976	49.099714	 16.371003	1							
977	49.065153	 16.337828	1							
980	49.211603	 16.589181	1							
983	49.191515	 16.526326	1							
986	49.135815	 16.543501	1							
988	49.141670	 16.548729	1							
989	49.131189	 16.507970	1							
992	49.159905	 16.542890	1							
994	49.203672	 16.584509	1							
995	49.195907	 16.575454	1							
996	49.230522	 16.601034	1							
997	49.304218	 16.479396	1							
1002	49.259929	 17.031750	1							
1003	49.437006	 17.113808	1							
1005	49.482903	 17.335947 	1							
1008	50.231710	 13.092638 	1							
1013	50.094449	 13.158424	1							
1014	49.751390	 13.002475	1							
1024	49.444943	 13.265565	1							
1025	49.454595	 13.255966	1							
1030	49.947301	 13.587552	1							
1031	49.795353	 13.532782	1							
1032	49.918112	 13.542742 	1							
1033	49.814653	 13.529357	1							
1038	49.674991	 13.987740	1							
1039	49.691095	 14.035547	1							
1040	49.694593	 14.047478	1							
1044	49.780803	 14.233380	1							
1060	49.393682	 16.279859	1							
1061	49.227685	 16.052529	1							
1062	49.213173	 15.915046 	1							
1063	49.213173	 15.915046 	1							
1065	49.244709	 15.910869	1							
1066	49.253729	 15.921426	1							
1067	49.263754	 15.975024	1							
1077	48.854541	 15.856751	1							
1083	49.165232	 15.925922	1							
1084	49.890581	 14.730197	1							
1088	49.267290	 16.351325	1							
1089	49.267290	 16.351325	1							
1090	49.262054	 16.550125	1							
1092	49.222596	 16.458468	1							
1093	49.259764	 16.573542	1							
1095	49.263988	 16.567741	1							
1099	49.391749	 16.306409	1							
1100	49.363804	 16.317875	1							
1101	49.353558	 16.389601	1							
1102	49.347411	 16.574408	1							
1103	49.360148	 16.534182	1							
1105	49.374724	 16.409747 	1							
1112	49.216973	 16.742531	1							
1113	49.629119	 17.058185	1							
1114	49.315120	 16.971635	1							
1115	49.350410	 17.074341	1							
1117	49.883164	 16.944552	1							
1118	48.831719	 17.532604 	1							
1119	48.920227	 17.780914 	1							
1120	49.047012	 17.666874	1							
1209	45.624838	17.203277	1							
1210	45.424863	17.203295	1							
1211	43.625062	16.95348	1							
1212	45.324892	17.619916	1							
1213	45.824822	17.369905	1							
1214	46.124746	16.453331	1							
1215	46.224734	16.453323	1							
1216	46.024761	16.536664	1							
1217	45.824759	15.953424	1							
1218	44.72488	15.703551	1							
1244	49.87	10.21	1							
1245	49.87	10.12	1							
1249	46.7645	3.62621	1							
1250	46.7645	3.62621	1							
1252	47.8135	2.32348	1							
1255	49.87	10.12	1							
1256	49.97	9.96	1							
1259	53.6485	11.4153	1							
1261	46.9898	3.09272	1							
1268	45.60833	4.06583	1							
1269	47.0029	4.28729	1							
1270	47.0174	3.20441	1							
1271	46.99	3.21437	1							
1272	49.67	10.12	1							
1273	50.07	9.71	1							
1275	46.9596	3.04328	1							
1276	46.9462	4.30719	1							
1284	46.4318	4.67665	1							
1287	49.87	10.21	1							
1288	47.2528	1.33984	1							
1289	46.721	4.00986	1							
1290	47.127	0.97576	1							
1291	49.57	10.46	1							
1292	46.7645	3.62621	1							
1295	47.8805	1.89962	1							
1296	46.9462	4.30719	1							
1297	47.4729	4.35541	1							
1298	49.87	10.12	1							
1300	49.17	10.96	1							
1302	47.8805	1.89962	1							
1303	47.3818	4.41261	1							
1304	53.6485	11.4153	1							
1313	46.4318	4.67665	1							
1314	47.2528	1.33984	1							
1317	51.10656	10.39365	1							
1319	47.8206	1.97431	1							
1321	50.07	9.71	1							
1322	46.9462	4.30719	1							
1323	47.3659	4.4321	1							
1324	47.3818	4.41261	1							
1329	47.3659	4.4321	1							
1330	46.99	3.21437	1							
1334	47.4843	1.45038	1							
1335	46.4318	4.67665	1							
1343	49.97	9.79	1							
1345	50.12	10.12	1							
1347	46.721	4.00986	1							
1349	46.721	4.00986	1							
1351	49.87	10.21	1							
										
